Year,Month,State,Age Group,Footnote,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2022,6,Maryland,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,38,4,0,0,4
2022,6,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,6,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,6,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,58,4,4,0,4
2022,6,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,118,4,0,0,4
2022,6,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,151,4,0,0,11
2022,6,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,213,11,4,0,13
2022,6,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,15,558,27,4,4,39
2022,6,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,40,826,59,4,0,91
2022,6,Maryland,75-84 years,,59,1076,71,14,0,116
2022,6,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,67,1202,73,13,4,128
2022,7,Maryland,All Ages,,190,4219,256,47,0,399
2022,7,Maryland,Under 1 year,,0,35,0,0,0,0
2022,7,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,7,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,7,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,47,0,0,0,4
2022,7,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,102,4,0,0,4
2022,7,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,169,4,4,0,4
2022,7,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,224,4,4,0,4
2022,7,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,546,24,4,0,37
2022,7,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,31,842,59,4,0,84
2022,7,Maryland,75-84 years,,56,995,73,13,0,116
2022,7,Maryland,85 years and over,,74,1248,91,22,0,143
2022,8,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,220,4359,300,63,4,459
2022,8,Maryland,Under 1 year,,0,32,0,0,0,0
2022,8,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,8,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,8,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,53,4,0,0,4
2022,8,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,124,4,0,4,11
2022,8,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,160,4,4,0,4
2022,8,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,200,14,4,4,18
2022,8,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,544,32,4,0,45
2022,8,Maryland,65-74 years,,43,901,64,12,0,95
2022,8,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,61,1046,79,15,4,126
2022,8,Maryland,85 years and over,,84,1293,100,26,0,158
2022,9,Maryland,All Ages,,210,4173,252,51,0,411
2022,9,Maryland,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,29,4,0,0,4
2022,9,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,9,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,13,0,0,0,4
2022,9,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,43,0,0,0,4
2022,9,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,96,0,0,0,4
2022,9,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,143,4,0,0,4
2022,9,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,254,12,4,0,15
2022,9,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,19,523,30,4,0,42
2022,9,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,30,818,53,4,0,75
2022,9,Maryland,75-84 years,,60,1041,68,10,0,118
2022,9,Maryland,85 years and over,,92,1207,84,25,0,151
2022,10,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,180,4591,310,59,4,432
2022,10,Maryland,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,26,0,0,0,4
2022,10,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,10,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,4,4
2022,10,Maryland,15-24 years,,0,45,0,0,0,0
2022,10,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,96,4,0,0,4
2022,10,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,152,4,0,0,4
2022,10,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,226,14,4,0,19
2022,10,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,11,564,35,4,0,43
2022,10,Maryland,65-74 years,,30,937,72,16,0,86
2022,10,Maryland,75-84 years,,64,1195,91,16,0,139
2022,10,Maryland,85 years and over,,65,1342,92,22,0,135
2022,11,Maryland,All Ages,,185,4747,307,50,27,468
2022,11,Maryland,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,36,0,0,0,4
2022,11,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,4,4
2022,11,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,10,4,0,0,4
2022,11,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,46,4,0,0,4
2022,11,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,111,4,0,0,4
2022,11,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,182,4,4,4,13
2022,11,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,245,4,0,4,14
2022,11,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,11,556,14,4,4,26
2022,11,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,33,925,72,12,4,97
2022,11,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,55,1185,85,13,4,130
2022,11,Maryland,85 years and over,,75,1445,117,22,10,179
2022,12,Maryland,All Ages,,270,4983,384,74,58,629
2022,12,Maryland,Under 1 year,,0,40,0,0,0,0
2022,12,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,12,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,12,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,50,4,4,0,4
2022,12,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,123,4,0,0,4
2022,12,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,162,10,0,4,16
2022,12,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,250,20,0,4,26
2022,12,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,595,31,4,4,49
2022,12,Maryland,65-74 years,,44,999,74,11,12,119
2022,12,Maryland,75-84 years,,77,1209,108,21,12,175
2022,12,Maryland,85 years and over,,121,1543,138,37,23,240
2023,1,Maryland,All Ages,,306,4933,400,96,28,637
2023,1,Maryland,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,37,4,0,0,4
2023,1,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,4,0,0,4
2023,1,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,11,0,0,4,4
2023,1,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,48,4,0,0,4
2023,1,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,103,4,0,0,4
2023,1,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,163,4,0,0,10
2023,1,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,229,4,4,4,15
2023,1,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,620,40,4,4,52
2023,1,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,56,948,93,22,4,130
2023,1,Maryland,75-84 years,,73,1269,120,23,10,180
2023,1,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,145,1498,129,42,4,240
2023,2,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,202,4249,293,64,4,434
2023,2,Maryland,Under 1 year,,0,25,0,0,0,0
2023,2,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,2,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,2,Maryland,15-24 years,,0,43,0,0,0,0
2023,2,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,103,4,0,0,4
2023,2,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,132,4,0,0,4
2023,2,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,237,4,0,0,12
2023,2,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,15,527,19,4,4,33
2023,2,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,38,802,69,4,4,98
2023,2,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,56,1028,87,24,4,120
2023,2,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,88,1341,105,29,4,165
2023,3,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,155,4509,285,33,4,410
2023,3,Maryland,Under 1 year,,0,27,0,0,0,0
2023,3,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2023,3,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,4,4
2023,3,Maryland,15-24 years,,0,39,0,0,0,0
2023,3,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,99,4,0,0,4
2023,3,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,159,4,4,0,4
2023,3,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,237,4,4,4,4
2023,3,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,13,586,29,4,0,38
2023,3,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,30,869,63,4,0,85
2023,3,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,37,1149,87,4,4,120
2023,3,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,68,1331,91,14,4,146
2023,4,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,77,4081,264,24,4,321
2023,4,Maryland,Under 1 year,,0,31,0,0,0,0
2023,4,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,4,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,4,Maryland,15-24 years,,0,44,0,0,0,0
2023,4,Maryland,25-34 years,,0,85,0,0,0,0
2023,4,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,138,4,0,0,4
2023,4,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,226,16,4,0,16
2023,4,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,545,24,4,0,27
2023,4,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,819,66,4,4,78
2023,4,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,26,1054,78,4,4,98
2023,4,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,29,1128,77,4,0,98
2023,5,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,42,4172,254,12,4,286
2023,5,Maryland,Under 1 year,,0,23,0,0,0,0
2023,5,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,5,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,5,Maryland,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,49,4,0,0,4
2023,5,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,113,4,0,0,4
2023,5,Maryland,35-44 years,,0,180,10,0,0,10
2023,5,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,203,12,4,0,12
2023,5,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,546,32,0,0,35
2023,5,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10,800,45,4,0,53
2023,5,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,13,1083,74,4,4,85
2023,5,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,15,1164,76,4,4,86
2023,6,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,37,3461,203,4,4,232
2023,6,Maryland,Under 1 year,,0,10,0,0,0,0
2023,6,Maryland,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,6,Maryland,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,6,Maryland,15-24 years,,0,39,0,0,0,0
2023,6,Maryland,25-34 years,,0,77,0,0,0,0
2023,6,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,109,4,0,0,4
2023,6,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,178,4,0,4,4
2023,6,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,423,23,4,4,25
2023,6,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,707,38,0,0,41
2023,6,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,879,63,4,0,70
2023,6,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21,1027,67,4,0,82
2023,7,Maryland,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,235,15,4,0,16
2023,7,Maryland,Under 1 year,,0,0,0,0,0,0
2023,7,Maryland,1-4 years,,0,0,0,0,0,0
2023,7,Maryland,5-14 years,,0,0,0,0,0,0
2023,7,Maryland,15-24 years,,0,0,0,0,0,0
2023,7,Maryland,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,7,Maryland,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,7,Maryland,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2023,7,Maryland,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,28,4,0,0,4
2023,7,Maryland,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,39,4,4,0,4
2023,7,Maryland,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,64,4,0,0,4
2023,7,Maryland,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,92,4,4,0,4
2020,1,Massachusetts,All Ages,,0,5481,406,0,51,457
2020,1,Massachusetts,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,29,4,0,0,4
2020,1,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,1,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,1,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,36,0,0,4,4
2020,1,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,101,4,0,0,4
2020,1,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,123,4,0,0,4
2020,1,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,237,4,0,4,13
2020,1,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,603,21,0,4,28
2020,1,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,918,63,0,4,71
2020,1,Massachusetts,75-84 years,,0,1280,119,0,12,131
2020,1,Massachusetts,85 years and over,,0,2143,186,0,17,203
2020,2,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,5109,388,0,70,459
2020,2,Massachusetts,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,21,4,0,0,4
2020,2,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,2,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,2,Massachusetts,15-24 years,,0,36,0,0,0,0
2020,2,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,98,4,0,4,4
2020,2,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,128,4,0,4,4
2020,2,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,222,4,0,4,4
2020,2,Massachusetts,55-64 years,,0,549,32,0,13,45
2020,2,Massachusetts,65-74 years,,0,901,74,0,14,88
2020,2,Massachusetts,75-84 years,,0,1283,127,0,19,146
2020,2,Massachusetts,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,1864,141,0,17,159
2020,3,Massachusetts,All Ages,,130,5575,517,60,63,646
2020,3,Massachusetts,Under 1 year,,0,21,0,0,0,0
2020,3,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,3,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,3,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,33,0,0,4,4
2020,3,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,96,4,4,4,4
2020,3,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,162,4,4,4,4
2020,3,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,257,4,0,4,16
2020,3,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,626,43,4,4,60
2020,3,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,22,951,88,4,4,113
2020,3,Massachusetts,75-84 years,,40,1382,137,18,17,176
2020,3,Massachusetts,85 years and over,,49,2040,232,32,19,267
2020,4,Massachusetts,All Ages,,3942,9676,1962,1435,15,4481
2020,4,Massachusetts,Under 1 year,,0,22,0,0,0,0
2020,4,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,4,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2020,4,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,34,4,4,0,4
2020,4,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,113,4,4,0,10
2020,4,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,173,12,4,0,26
2020,4,Massachusetts,45-54 years,,73,321,32,22,0,83
2020,4,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,252,853,157,117,4,293
2020,4,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,583,1573,319,229,4,675
2020,4,Massachusetts,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1118,2461,580,430,4,1274
2020,4,Massachusetts,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1887,4122,855,628,4,2117
2020,5,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,3047,7745,1391,1086,4,3356
2020,5,Massachusetts,Under 1 year,,0,18,0,0,0,0
2020,5,Massachusetts,1-4 years,,0,0,0,0,0,0
2020,5,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,5,Massachusetts,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,39,4,4,0,4
2020,5,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,112,4,4,0,4
2020,5,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,18,165,4,4,0,19
2020,5,Massachusetts,45-54 years,,64,323,32,24,0,72
2020,5,Massachusetts,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,210,788,124,103,4,232
2020,5,Massachusetts,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,480,1293,272,207,4,546
2020,5,Massachusetts,75-84 years,,810,1883,391,312,0,889
2020,5,Massachusetts,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1455,3121,561,432,4,1586
2020,6,Massachusetts,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,638,4816,456,220,4,875
2020,6,Massachusetts,Under 1 year,,0,18,0,0,0,0
2020,6,Massachusetts,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,6,Massachusetts,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2020,6,Massachusetts,15-24 years,,0,30,0,0,0,0
2020,6,Massachusetts,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,108,4,4,0,4
2020,6,Massachusetts,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,153,4,4,0,4
2020,6,Massachusetts,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,252,18,4,0,27
